Oscilloscope data. 
Time step = 10,00 uS
Voltage step = 31,25 mV
Zero level = 93

N 	Smpl.	Trig
191	95	0
192	197	0
193	153	0
194	123	0
195	216	0
196	94	0
197	202	0
198	148	0
199	128	0
200	214	0
201	93	0
202	203	0
203	146	0
204	128	0
205	215	0
206	93	0
207	201	0
208	151	0
209	123	0
210	217	0
211	95	0
212	195	0
213	160	0
214	116	0
215	221	0
216	100	0
217	183	0
218	173	0
219	105	0
220	222	0
221	110	0
222	166	0
223	191	0
224	95	0
225	217	0
226	127	0
227	143	0
228	209	0
229	93	0
230	203	0
231	153	0
232	117	0
233	221	0
234	102	0
235	175	0
236	185	0
237	97	0
238	218	0
239	128	0
240	140	0
241	212	0
242	94	0
243	194	0
244	167	0
245	106	0
246	221	0
247	116	0
248	152	0
249	206	0
250	93	0
251	199	0
252	161	0
253	108	0
254	221	0
255	116	0
256	151	0
257	207	0
258	93	0
259	195	0
260	168	0
261	103	0
262	220	0
263	126	0
264	137	0
265	216	0
266	97	0
267	179	0
268	188	0
269	94	0
270	211	0
271	149	0
272	115	0
273	222	0
274	116	0
275	147	0
276	212	0
277	95	0
278	183	0
279	186	0
280	95	0
281	209	0
282	155	0
283	109	0
284	221	0
285	124	0
286	135	0
287	219	0
288	103	0
289	163	0
290	204	0
291	94	0
292	188	0
293	183	0
294	95	0
295	207	0
296	159	0
297	104	0
298	218	0
299	137	0
300	119	0
301	222	0
302	118	0
303	139	0
304	219	0
305	105	0
306	156	0
307	211	0
308	97	0
309	173	0
310	200	0
311	93	0
312	187	0
313	188	0
314	93	0
315	197	0
316	177	0
317	95	0
318	206	0
319	167	0
320	98	0
321	211	0
322	158	0
323	102	0
324	215	0
325	151	0
326	105	0
327	217	0
328	147	0
329	108	0
330	219	0
331	143	0
332	110	0
333	219	0
334	142	0
335	111	0
336	219	0
337	142	0
338	110	0
339	219	0
340	145	0
341	108	0
342	218	0
343	148	0
344	105	0
345	215	0
346	155	0
347	102	0
348	212	0
349	162	0
350	98	0
351	207	0
352	171	0
353	95	0
354	199	0
355	182	0
356	93	0
357	189	0
358	193	0
359	93	0
360	176	0
361	205	0
362	97	0
363	160	0
364	215	0
365	107	0
366	143	0
367	221	0
368	120	0
369	125	0
370	221	0
371	139	0
372	108	0
373	215	0
374	161	0
375	96	0
376	199	0
377	185	0
378	93	0
379	177	0
380	206	0
381	100	0
382	151	0
383	219	0
384	119	0
385	123	0
386	220	0
387	147	0
388	101	0
389	207	0
390	179	0
391	93	0
392	179	0
393	207	0
394	102	0
395	144	0
396	222	0
397	128	0
398	111	0
399	215	0
400	167	0
401	94	0
402	188	0
403	202	0
404	99	0
405	147	0
406	221	0
407	129	0
408	109	0
409	212	0
410	173	0
411	93	0
412	177	0
413	210	0
414	108	0
415	131	0
416	221	0
417	150	0
418	97	0
419	195	0
420	198	0
421	99	0
422	147	0
423	222	0
424	137	0
425	103	0
426	204	0
427	190	0
428	95	0
429	153	0
430	221	0
431	133	0
432	105	0
433	205	0
434	191	0
435	96	0
436	150	0
437	222	0
438	139	0
439	99	0
440	198	0
441	199	0
442	101	0
443	137	0
444	222	0
445	155	0
446	95	0
447	181	0
448	212	0
449	115	0
450	116	0
451	213	0
452	181	0
453	94	0
454	153	0
455	221	0
456	143	0
457	97	0
458	189	0
459	209	0
460	112	0
461	117	0
462	212	0
463	184	0
464	96	0
465	146	0
466	221	0
467	154	0
468	93	0
469	173	0
470	218	0
471	129	0
472	102	0
473	195	0
474	205	0
475	111	0
476	116	0
477	211	0
478	190	0
479	99	0
480	133	0
481	219	0
482	173	0
483	94	0
484	148	0
485	222	0
486	159	0
487	93	0
488	160	0
489	221	0
490	149	0
491	93	0
492	171	0
493	220	0
494	141	0
495	95	0
496	175	0
497	219	0
498	137	0
499	96	0
500	179	0
501	218	0
502	136	0
503	95	0
504	179	0
505	219	0
506	138	0
507	95	0
508	175	0
509	220	0
510	143	0
511	95	0
512	168	0
513	222	0
514	151	0
515	93	0
516	158	0
517	222	0
518	163	0
519	93	0
520	145	0
521	219	0
522	177	0
523	97	0
524	129	0
525	213	0
526	194	0
527	107	0
528	113	0
529	200	0
530	209	0
531	124	0
532	99	0
533	179	0
534	220	0
535	147	0
536	93	0
537	152	0
538	221	0
539	176	0
540	98	0
541	124	0
542	208	0
543	203	0
544	118	0
545	100	0
546	181	0
547	221	0
548	151	0
549	93	0
550	144	0
551	218	0
552	189	0
553	107	0
554	109	0
555	191	0
556	217	0
557	143	0
558	93	0
559	148	0
560	218	0
561	189	0
562	108	0
563	108	0
564	188	0
565	219	0
566	152	0
567	93	0
568	137	0
569	213	0
570	201	0
571	120	0
572	97	0
573	167	0
574	222	0
575	176	0
576	101	0
577	113	0
578	192	0
579	219	0
580	151	0
581	94	0
582	131	0
583	207	0
584	209	0
585	133	0
586	93	0
587	148	0
588	216	0
589	199	0
590	120	0
591	96	0
592	159	0
593	220	0
594	190	0
595	113	0
596	99	0
597	167	0
598	221	0
599	185	0
600	111	0
601	101	0
602	169	0
603	221	0
604	185	0
605	111	0
606	99	0
607	166	0
608	221	0
609	190	0
610	115	0
611	97	0
612	159	0
613	218	0
614	199	0
615	124	0
616	93	0
617	145	0
618	211	0
619	209	0
620	140	0
621	93	0
622	128	0
623	199	0
624	218	0
625	161	0
626	99	0
627	109	0
628	179	0
629	221	0
630	185	0
631	115	0
632	95	0
633	150	0
634	213	0
635	209	0
636	145	0
637	94	0
638	119	0
639	188	0
640	222	0
641	181	0
642	113	0
643	95	0
644	149	0
645	211	0
646	213	0
647	152	0
648	97	0
649	109	0
650	175	0
651	221	0
652	199	0
653	131	0
654	93	0
655	124	0
656	191	0
657	222	0
658	184	0
659	118	0
660	93	0
661	136	0
662	200	0
663	220	0
664	175	0
665	113	0
666	94	0
667	140	0
668	203	0
669	220	0
670	175	0
671	112	0
672	94	0
673	139	0
674	200	0
675	220	0
676	180	0
677	117	0
678	93	0
679	130	0
680	191	0
681	221	0
682	192	0
683	130	0
684	93	0
685	115	0
686	175	0
687	219	0
688	207	0
689	151	0
690	100	0
691	100	0
692	150	0
693	207	0
694	220	0
695	179	0
696	119	0
697	93	0
698	120	0
699	179	0
700	219	0
701	208	0
702	155	0
703	103	0
704	96	0
705	139	0
706	195	0
707	222	0
708	197	0
709	141	0
710	97	0
711	101	0
712	149	0
713	202	0
714	222	0
715	191	0
716	137	0
717	96	0
718	103	0
719	149	0
720	201	0
721	222	0
722	195	0
723	141	0
724	99	0
725	98	0
726	139	0
727	193	0
728	221	0
729	205	0
730	157	0
731	108	0
732	93	0
733	123	0
734	175	0
735	215	0
736	218	0
737	181	0
738	129	0
739	95	0
740	101	0
741	143	0
742	194	0
743	221	0
744	209	0
745	163	0
746	115	0
747	93	0
748	109	0
749	154	0
750	201	0
751	222	0
752	205	0
753	160	0
754	115	0
755	93	0
756	108	0
757	151	0
758	198	0
759	221	0
760	210	0
761	169	0
762	122	0
763	95	0
764	101	0
765	136	0
766	183	0
767	216	0
768	219	0
769	189	0
770	143	0
771	105	0
772	93	0
773	112	0
774	154	0
775	197	0
776	221	0
777	213	0
778	179	0
779	135	0
780	101	0
781	93	0
782	115	0
783	155	0
784	197	0
785	220	0
786	216	0
787	185	0
788	143	0
789	107	0
790	93	0
791	106	0
792	141	0
793	182	0
794	213	0
795	221	0
796	203	0
797	167	0
798	127	0
799	99	0
800	95	0
801	113	0
802	149	0
803	188	0
804	215	0
805	221	0
806	203	0
807	167	0
808	129	0
809	101	0
810	93	0
811	108	0
812	139	0
813	177	0
814	208	0
815	221	0
816	214	0
817	187	0
818	151	0
819	118	0
820	96	0
821	95	0
822	112	0
823	143	0
824	179	0
825	208	0
826	221	0
827	215	0
828	193	0
829	160	0
830	127	0
831	101	0
832	93	0
833	101	0
834	125	0
835	158	0
836	190	0
837	213	0
838	222	0
839	213	0
840	191	0
841	161	0
842	129	0
843	105	0
844	93	0
845	97	0
846	115	0
847	143	0
848	174	0
849	201	0
850	218	0
851	221	0
852	211	0
853	189	0
854	160	0
855	131	0
856	108	0
857	95	0
858	95	0
859	106	0
860	128	0
861	156	0
862	183	0
863	206	0
864	219	0
865	221	0
866	211	0
867	193	0
868	167	0
869	140	0
870	117	0
871	99	0
872	93	0
873	96	0
874	109	0
875	131	0
876	155	0
877	179	0
878	201	0
879	215	0
880	222	0
881	219	0
882	206	0
883	188	0
884	165	0
885	142	0
886	120	0
887	104	0
888	94	0
889	93	0
890	99	0
891	113	0
892	131	0
893	153	0
894	175	0
895	193	0
896	210	0
897	219	0
898	222	0
899	217	0
900	209	0
901	193	0
902	174	0
903	155	0
904	135	0
905	118	0
906	104	0
907	96	0
908	93	0
909	95	0
910	103	0
911	115	0
912	130	0
913	147	0
914	164	0
915	182	0
916	197	0
917	210	0
918	217	0
919	221	0
920	221	0
921	217	0
922	210	0
923	199	0
924	184	0
925	169	0
926	155	0
927	140	0
928	126	0
929	113	0
930	104	0
931	97	0
932	94	0
933	93	0
934	95	0
935	100	0
936	109	0
937	116	0
938	127	0
939	140	0
940	151	0
941	164	0
942	175	0
943	187	0
944	197	0
945	205	0
946	211	0
947	217	0
948	221	0
949	222	0
950	221	0
951	219	0
952	215	0
953	211	0
954	205	0
955	198	0
956	190	0
957	182	0
958	174	0
959	164	0
960	157	0
961	148	0
962	140	0
963	133	0
964	126	0
965	119	0
966	114	0
967	109	0
968	104	0
969	101	0
970	98	0
971	96	0
972	94	0
973	93	0
974	93	0
975	93	0
976	93	0
977	94	0
978	95	0
979	97	0
980	99	0
981	100	0
982	101	0
983	103	0
984	107	0
985	109	0
986	111	0
987	113	0
988	115	0
989	117	0
990	119	0
991	121	0
992	123	0
993	124	0
994	126	0
995	127	0
996	128	0
997	129	0
998	129	0
999	131	0
