Oscilloscope data. 
Time step = 5,000 uS
Voltage step = 31,25 mV
Zero level = 89

N 	Smpl.	Trig
367	167	0
368	200	0
369	217	0
370	213	0
371	191	0
372	155	0
373	119	0
374	95	0
375	89	0
376	106	0
377	138	0
378	175	0
379	206	0
380	218	0
381	207	0
382	179	0
383	141	0
384	107	0
385	89	0
386	94	0
387	120	0
388	157	0
389	193	0
390	215	0
391	215	0
392	192	0
393	155	0
394	117	0
395	93	0
396	91	0
397	112	0
398	149	0
399	187	0
400	213	0
401	216	0
402	195	0
403	159	0
404	119	0
405	95	0
406	91	0
407	112	0
408	150	0
409	190	0
410	215	0
411	215	0
412	191	0
413	152	0
414	114	0
415	91	0
416	94	0
417	121	0
418	161	0
419	199	0
420	217	0
421	209	0
422	177	0
423	135	0
424	100	0
425	89	0
426	104	0
427	141	0
428	183	0
429	212	0
430	216	0
431	193	0
432	152	0
433	112	0
434	90	0
435	96	0
436	127	0
437	171	0
438	206	0
439	217	0
440	200	0
441	161	0
442	118	0
443	92	0
444	94	0
445	123	0
446	167	0
447	204	0
448	217	0
449	201	0
450	161	0
451	118	0
452	91	0
453	95	0
454	126	0
455	171	0
456	207	0
457	217	0
458	196	0
459	153	0
460	111	0
461	89	0
462	99	0
463	137	0
464	182	0
465	213	0
466	214	0
467	183	0
468	137	0
469	99	0
470	89	0
471	112	0
472	156	0
473	199	0
474	219	0
475	203	0
476	161	0
477	116	0
478	90	0
479	98	0
480	136	0
481	183	0
482	214	0
483	212	0
484	178	0
485	131	0
486	95	0
487	91	0
488	123	0
489	171	0
490	209	0
491	216	0
492	188	0
493	140	0
494	99	0
495	89	0
496	116	0
497	163	0
498	206	0
499	217	0
500	192	0
501	144	0
502	100	0
503	89	0
504	115	0
505	163	0
506	205	0
507	217	0
508	190	0
509	141	0
510	99	0
511	90	0
512	119	0
513	170	0
514	209	0
515	215	0
516	183	0
517	132	0
518	95	0
519	93	0
520	131	0
521	181	0
522	215	0
523	209	0
524	169	0
525	118	0
526	89	0
527	102	0
528	148	0
529	197	0
530	218	0
531	196	0
532	147	0
533	101	0
534	89	0
535	121	0
536	172	0
537	212	0
538	213	0
539	173	0
540	121	0
541	89	0
542	101	0
543	149	0
544	199	0
545	218	0
546	193	0
547	141	0
548	97	0
549	93	0
550	131	0
551	184	0
552	216	0
553	204	0
554	156	0
555	106	0
556	89	0
557	118	0
558	173	0
559	212	0
560	211	0
561	167	0
562	113	0
563	89	0
564	111	0
565	163	0
566	209	0
567	213	0
568	173	0
569	118	0
570	89	0
571	108	0
572	161	0
573	208	0
574	214	0
575	174	0
576	118	0
577	89	0
578	109	0
579	162	0
580	209	0
581	213	0
582	170	0
583	114	0
584	88	0
585	114	0
586	169	0
587	213	0
588	209	0
589	161	0
590	107	0
591	89	0
592	123	0
593	180	0
594	217	0
595	201	0
596	147	0
597	98	0
598	93	0
599	137	0
600	195	0
601	218	0
602	188	0
603	129	0
604	91	0
605	105	0
606	159	0
607	209	0
608	213	0
609	167	0
610	110	0
611	89	0
612	124	0
613	183	0
614	217	0
615	197	0
616	139	0
617	93	0
618	100	0
619	153	0
620	206	0
621	214	0
622	168	0
623	110	0
624	89	0
625	126	0
626	185	0
627	218	0
628	192	0
629	131	0
630	90	0
631	107	0
632	164	0
633	213	0
634	207	0
635	153	0
636	99	0
637	94	0
638	143	0
639	203	0
640	215	0
641	172	0
642	111	0
643	89	0
644	128	0
645	191	0
646	218	0
647	185	0
648	122	0
649	89	0
650	117	0
651	179	0
652	217	0
653	194	0
654	132	0
655	89	0
656	110	0
657	171	0
658	216	0
659	199	0
660	139	0
661	91	0
662	106	0
663	167	0
664	214	0
665	202	0
666	141	0
667	92	0
668	104	0
669	165	0
670	214	0
671	201	0
672	141	0
673	92	0
674	105	0
675	167	0
676	215	0
677	199	0
678	137	0
679	91	0
680	109	0
681	173	0
682	216	0
683	194	0
684	130	0
685	89	0
686	116	0
687	182	0
688	218	0
689	185	0
690	119	0
691	89	0
692	127	0
693	193	0
694	217	0
695	172	0
696	108	0
697	92	0
698	143	0
699	205	0
700	211	0
701	155	0
702	96	0
703	101	0
704	162	0
705	215	0
706	199	0
707	133	0
708	89	0
709	117	0
710	185	0
711	218	0
712	179	0
713	111	0
714	91	0
715	141	0
716	205	0
717	211	0
718	151	0
719	94	0
720	105	0
721	171	0
722	217	0
723	190	0
724	120	0
725	89	0
726	132	0
727	200	0
728	213	0
729	157	0
730	95	0
731	102	0
732	168	0
733	217	0
734	190	0
735	120	0
736	89	0
737	135	0
738	203	0
739	211	0
740	151	0
741	93	0
742	108	0
743	177	0
744	218	0
745	179	0
746	109	0
747	93	0
748	151	0
749	211	0
750	201	0
751	132	0
752	89	0
753	125	0
754	197	0
755	214	0
756	156	0
757	95	0
758	106	0
759	177	0
760	218	0
761	177	0
762	107	0
763	95	0
764	157	0
765	215	0
766	194	0
767	121	0
768	89	0
769	139	0
770	207	0
771	206	0
772	136	0
773	89	0
774	125	0
775	197	0
776	213	0
777	150	0
778	91	0
779	115	0
780	189	0
781	216	0
782	160	0
783	95	0
784	107	0
785	180	0
786	217	0
787	169	0
788	99	0
789	101	0
790	173	0
791	218	0
792	175	0
793	103	0
794	99	0
795	169	0
796	217	0
797	179	0
798	105	0
799	97	0
800	167	0
801	218	0
802	179	0
803	105	0
804	97	0
805	167	0
806	217	0
807	178	0
808	103	0
809	99	0
810	171	0
811	218	0
812	174	0
813	101	0
814	101	0
815	175	0
816	217	0
817	168	0
818	97	0
819	107	0
820	183	0
821	217	0
822	159	0
823	93	0
824	114	0
825	192	0
826	214	0
827	147	0
828	89	0
829	125	0
830	201	0
831	207	0
832	133	0
833	89	0
834	139	0
835	211	0
836	197	0
837	119	0
838	92	0
839	157	0
840	217	0
841	181	0
842	103	0
843	101	0
844	177	0
845	218	0
846	161	0
847	93	0
848	117	0
849	196	0
850	211	0
851	137	0
852	89	0
853	139	0
854	211	0
855	194	0
856	114	0
857	95	0
858	167	0
859	219	0
860	169	0
861	95	0
862	113	0
863	193	0
864	211	0
865	139	0
866	89	0
867	141	0
868	213	0
869	190	0
870	109	0
871	99	0
872	175	0
873	217	0
874	157	0
875	91	0
876	125	0
877	205	0
878	202	0
879	121	0
880	93	0
881	163	0
882	218	0
883	168	0
884	95	0
885	117	0
886	199	0
887	206	0
888	127	0
889	91	0
890	159	0
891	217	0
892	171	0
893	95	0
894	117	0
895	199	0
896	207	0
897	125	0
898	92	0
899	161	0
900	218	0
901	165	0
902	92	0
903	123	0
904	205	0
905	199	0
906	116	0
907	95	0
908	173	0
909	217	0
910	151	0
911	89	0
912	137	0
913	213	0
914	185	0
915	102	0
916	107	0
917	191	0
918	210	0
919	131	0
920	91	0
921	160	0
922	218	0
923	162	0
924	91	0
925	129	0
926	209	0
927	191	0
928	105	0
929	105	0
930	191	0
931	210	0
932	129	0
933	91	0
934	164	0
935	217	0
936	155	0
937	89	0
938	138	0
939	215	0
940	181	0
941	97	0
942	116	0
943	202	0
944	200	0
945	113	0
946	99	0
947	183	0
948	213	0
949	133	0
950	91	0
951	163	0
952	218	0
953	153	0
954	89	0
955	145	0
956	216	0
957	171	0
958	92	0
959	127	0
960	210	0
961	187	0
962	101	0
963	113	0
964	201	0
965	199	0
966	111	0
967	102	0
968	191	0
969	207	0
970	121	0
971	95	0
972	179	0
973	214	0
974	133	0
975	92	0
976	169	0
977	217	0
978	142	0
979	89	0
980	159	0
981	217	0
982	151	0
983	89	0
984	151	0
985	218	0
986	159	0
987	89	0
988	145	0
989	217	0
990	163	0
991	89	0
992	141	0
993	216	0
994	168	0
995	91	0
996	138	0
997	215	0
998	170	0
999	91	0
