Oscilloscope data. 
Time step = 10,00 uS
Voltage step = 31,25 mV
Zero level = 93

N 	Smpl.	Trig
396	159	0
397	96	0
398	117	0
399	192	0
400	219	0
401	161	0
402	97	0
403	117	0
404	193	0
405	219	0
406	159	0
407	96	0
408	119	0
409	196	0
410	217	0
411	152	0
412	94	0
413	127	0
414	203	0
415	213	0
416	140	0
417	93	0
418	141	0
419	213	0
420	203	0
421	125	0
422	95	0
423	159	0
424	220	0
425	186	0
426	107	0
427	105	0
428	183	0
429	221	0
430	160	0
431	95	0
432	127	0
433	206	0
434	209	0
435	130	0
436	95	0
437	159	0
438	221	0
439	180	0
440	103	0
441	113	0
442	195	0
443	215	0
444	141	0
445	93	0
446	151	0
447	219	0
448	184	0
449	104	0
450	112	0
451	195	0
452	215	0
453	136	0
454	93	0
455	159	0
456	221	0
457	173	0
458	98	0
459	125	0
460	208	0
461	203	0
462	118	0
463	101	0
464	183	0
465	219	0
466	145	0
467	93	0
468	155	0
469	221	0
470	172	0
471	96	0
472	130	0
473	213	0
474	194	0
475	108	0
476	112	0
477	199	0
478	209	0
479	123	0
480	100	0
481	184	0
482	217	0
483	137	0
484	95	0
485	170	0
486	221	0
487	150	0
488	93	0
489	158	0
490	222	0
491	160	0
492	93	0
493	150	0
494	221	0
495	167	0
496	93	0
497	145	0
498	221	0
499	171	0
500	94	0
501	143	0
502	220	0
503	171	0
504	94	0
505	144	0
506	221	0
507	169	0
508	93	0
509	148	0
510	221	0
511	163	0
512	93	0
513	156	0
514	222	0
515	153	0
516	93	0
517	167	0
518	221	0
519	141	0
520	95	0
521	180	0
522	216	0
523	127	0
524	103	0
525	195	0
526	206	0
527	112	0
528	115	0
529	211	0
530	189	0
531	98	0
532	136	0
533	220	0
534	166	0
535	93	0
536	162	0
537	221	0
538	139	0
539	97	0
540	190	0
541	208	0
542	111	0
543	117	0
544	213	0
545	182	0
546	95	0
547	150	0
548	222	0
549	146	0
550	95	0
551	187	0
552	210	0
553	111	0
554	120	0
555	215	0
556	175	0
557	93	0
558	161	0
559	220	0
560	131	0
561	104	0
562	203	0
563	192	0
564	97	0
565	146	0
566	221	0
567	143	0
568	99	0
569	196	0
570	199	0
571	100	0
572	140	0
573	222	0
574	147	0
575	97	0
576	195	0
577	199	0
578	99	0
579	143	0
580	221	0
581	139	0
582	101	0
583	203	0
584	190	0
585	95	0
586	157	0
587	220	0
588	125	0
589	112	0
590	214	0
591	171	0
592	93	0
593	179	0
594	209	0
595	105	0
596	136	0
597	222	0
598	141	0
599	103	0
600	207	0
601	182	0
602	93	0
603	173	0
604	212	0
605	107	0
606	135	0
607	222	0
608	138	0
609	106	0
610	211	0
611	173	0
612	92	0
613	185	0
614	202	0
615	98	0
616	153	0
617	219	0
618	117	0
619	124	0
620	221	0
621	144	0
622	103	0
623	211	0
624	171	0
625	94	0
626	191	0
627	195	0
628	95	0
629	167	0
630	211	0
631	103	0
632	145	0
633	220	0
634	119	0
635	126	0
636	222	0
637	136	0
638	111	0
639	217	0
640	153	0
641	100	0
642	209	0
643	169	0
644	95	0
645	199	0
646	183	0
647	92	0
648	188	0
649	195	0
650	93	0
651	177	0
652	203	0
653	96	0
654	167	0
655	208	0
656	99	0
657	160	0
658	212	0
659	102	0
660	155	0
661	215	0
662	104	0
663	151	0
664	216	0
665	106	0
666	148	0
667	217	0
668	107	0
669	147	0
670	217	0
671	106	0
672	149	0
673	216	0
674	105	0
675	153	0
676	215	0
677	102	0
678	158	0
679	211	0
680	99	0
681	164	0
682	207	0
683	96	0
684	173	0
685	201	0
686	93	0
687	183	0
688	192	0
689	92	0
690	193	0
691	181	0
692	94	0
693	204	0
694	167	0
695	99	0
696	214	0
697	150	0
698	109	0
699	220	0
700	132	0
701	123	0
702	222	0
703	115	0
704	143	0
705	216	0
706	101	0
707	165	0
708	203	0
709	93	0
710	188	0
711	183	0
712	95	0
713	208	0
714	157	0
715	107	0
716	221	0
717	129	0
718	130	0
719	220	0
720	105	0
721	160	0
722	205	0
723	93	0
724	191	0
725	177	0
726	97	0
727	215	0
728	142	0
729	119	0
730	221	0
731	111	0
732	155	0
733	207	0
734	93	0
735	193	0
736	173	0
737	99	0
738	218	0
739	132	0
740	131	0
741	219	0
742	100	0
743	174	0
744	191	0
745	95	0
746	211	0
747	145	0
748	120	0
749	221	0
750	105	0
751	167	0
752	195	0
753	93	0
754	210	0
755	147	0
756	120	0
757	221	0
758	103	0
759	173	0
760	189	0
761	95	0
762	215	0
763	135	0
764	133	0
765	215	0
766	95	0
767	189	0
768	170	0
769	105	0
770	222	0
771	113	0
772	159	0
773	199	0
774	93	0
775	212	0
776	138	0
777	133	0
778	215	0
779	94	0
780	195	0
781	160	0
782	114	0
783	221	0
784	103	0
785	179	0
786	178	0
787	103	0
788	221	0
789	111	0
790	165	0
791	190	0
792	97	0
793	219	0
794	119	0
795	155	0
796	197	0
797	95	0
798	217	0
799	123	0
800	152	0
801	200	0
802	94	0
803	217	0
804	123	0
805	153	0
806	198	0
807	95	0
808	219	0
809	119	0
810	159	0
811	193	0
812	98	0
813	221	0
814	112	0
815	171	0
816	181	0
817	104	0
818	222	0
819	101	0
820	185	0
821	165	0
822	117	0
823	219	0
824	94	0
825	203	0
826	143	0
827	137	0
828	206	0
829	93	0
830	217	0
831	118	0
832	164	0
833	183	0
834	105	0
835	221	0
836	98	0
837	195	0
838	149	0
839	133	0
840	208	0
841	93	0
842	218	0
843	113	0
844	172	0
845	174	0
846	114	0
847	218	0
848	93	0
849	209	0
850	128	0
851	157	0
852	187	0
853	105	0
854	221	0
855	95	0
856	203	0
857	135	0
858	151	0
859	191	0
860	103	0
861	222	0
862	95	0
863	204	0
864	133	0
865	155	0
866	186	0
867	107	0
868	219	0
869	93	0
870	211	0
871	121	0
872	168	0
873	171	0
874	119	0
875	212	0
876	93	0
877	219	0
878	105	0
879	191	0
880	147	0
881	143	0
882	193	0
883	103	0
884	220	0
885	93	0
886	214	0
887	115	0
888	179	0
889	157	0
890	135	0
891	199	0
892	101	0
893	221	0
894	93	0
895	214	0
896	114	0
897	183	0
898	151	0
899	143	0
900	191	0
901	107	0
902	217	0
903	93	0
904	220	0
905	102	0
906	200	0
907	130	0
908	166	0
909	167	0
910	129	0
911	201	0
912	103	0
913	219	0
914	93	0
915	219	0
916	101	0
917	201	0
918	127	0
919	172	0
920	158	0
921	139	0
922	190	0
923	112	0
924	212	0
925	95	0
926	221	0
927	93	0
928	216	0
929	105	0
930	199	0
931	127	0
932	175	0
933	153	0
934	147	0
935	180	0
936	122	0
937	203	0
938	103	0
939	217	0
940	93	0
941	222	0
942	94	0
943	217	0
944	103	0
945	205	0
946	117	0
947	187	0
948	137	0
949	167	0
950	158	0
951	147	0
952	178	0
953	128	0
954	195	0
955	112	0
956	209	0
957	101	0
958	217	0
959	94	0
960	221	0
961	93	0
962	221	0
963	95	0
964	217	0
965	101	0
966	209	0
967	109	0
968	199	0
969	119	0
970	189	0
971	131	0
972	178	0
973	141	0
974	167	0
975	153	0
976	156	0
977	163	0
978	146	0
979	173	0
980	137	0
981	181	0
982	130	0
983	188	0
984	124	0
985	194	0
986	117	0
987	199	0
988	113	0
989	203	0
990	109	0
991	207	0
992	107	0
993	209	0
994	105	0
995	210	0
996	103	0
997	211	0
998	103	0
999	212	0
