Oscilloscope data. 
Time step = 5,000 uS
Voltage step = 31,25 mV
Zero level = 89

N 	Smpl.	Trig
446	155	0
447	113	0
448	90	0
449	97	0
450	130	0
451	175	0
452	209	0
453	217	0
454	194	0
455	151	0
456	110	0
457	89	0
458	99	0
459	137	0
460	183	0
461	213	0
462	214	0
463	184	0
464	139	0
465	101	0
466	89	0
467	110	0
468	153	0
469	196	0
470	218	0
471	206	0
472	166	0
473	121	0
474	91	0
475	95	0
476	130	0
477	176	0
478	211	0
479	215	0
480	185	0
481	139	0
482	99	0
483	89	0
484	115	0
485	161	0
486	203	0
487	218	0
488	196	0
489	152	0
490	107	0
491	89	0
492	107	0
493	151	0
494	195	0
495	217	0
496	203	0
497	158	0
498	112	0
499	89	0
500	103	0
501	147	0
502	195	0
503	217	0
504	203	0
505	159	0
506	111	0
507	89	0
508	105	0
509	150	0
510	197	0
511	218	0
512	199	0
513	153	0
514	107	0
515	89	0
516	111	0
517	159	0
518	204	0
519	217	0
520	191	0
521	141	0
522	98	0
523	91	0
524	123	0
525	174	0
526	212	0
527	212	0
528	174	0
529	123	0
530	91	0
531	99	0
532	143	0
533	193	0
534	217	0
535	199	0
536	151	0
537	103	0
538	90	0
539	119	0
540	171	0
541	211	0
542	213	0
543	173	0
544	120	0
545	89	0
546	103	0
547	149	0
548	200	0
549	217	0
550	191	0
551	137	0
552	95	0
553	93	0
554	135	0
555	188	0
556	217	0
557	201	0
558	150	0
559	102	0
560	91	0
561	124	0
562	179	0
563	215	0
564	206	0
565	158	0
566	107	0
567	89	0
568	119	0
569	174	0
570	214	0
571	208	0
572	161	0
573	109	0
574	89	0
575	118	0
576	173	0
577	214	0
578	207	0
579	159	0
580	107	0
581	89	0
582	121	0
583	179	0
584	215	0
585	204	0
586	153	0
587	101	0
588	91	0
589	129	0
590	187	0
591	218	0
592	197	0
593	141	0
594	95	0
595	96	0
596	143	0
597	198	0
598	217	0
599	183	0
600	125	0
601	90	0
602	106	0
603	162	0
604	210	0
605	211	0
606	164	0
607	108	0
608	89	0
609	125	0
610	184	0
611	217	0
612	196	0
613	138	0
614	93	0
615	99	0
616	152	0
617	206	0
618	214	0
619	170	0
620	111	0
621	89	0
622	123	0
623	183	0
624	217	0
625	195	0
626	135	0
627	91	0
628	103	0
629	159	0
630	211	0
631	210	0
632	159	0
633	102	0
634	92	0
635	137	0
636	197	0
637	217	0
638	178	0
639	117	0
640	89	0
641	121	0
642	183	0
643	217	0
644	192	0
645	131	0
646	89	0
647	109	0
648	170	0
649	215	0
650	202	0
651	143	0
652	94	0
653	101	0
654	159	0
655	211	0
656	207	0
657	151	0
658	97	0
659	97	0
660	153	0
661	208	0
662	210	0
663	156	0
664	99	0
665	95	0
666	149	0
667	207	0
668	211	0
669	158	0
670	99	0
671	95	0
672	150	0
673	207	0
674	211	0
675	155	0
676	98	0
677	97	0
678	153	0
679	210	0
680	207	0
681	149	0
682	95	0
683	101	0
684	161	0
685	213	0
686	203	0
687	140	0
688	91	0
689	109	0
690	173	0
691	217	0
692	193	0
693	127	0
694	89	0
695	120	0
696	186	0
697	217	0
698	179	0
699	112	0
700	89	0
701	136	0
702	201	0
703	214	0
704	159	0
705	99	0
706	98	0
707	158	0
708	213	0
709	201	0
710	137	0
711	89	0
712	115	0
713	182	0
714	218	0
715	181	0
716	113	0
717	91	0
718	139	0
719	204	0
720	211	0
721	151	0
722	94	0
723	105	0
724	171	0
725	217	0
726	189	0
727	119	0
728	89	0
729	135	0
730	201	0
731	213	0
732	154	0
733	95	0
734	105	0
735	172	0
736	217	0
737	186	0
738	115	0
739	90	0
740	140	0
741	206	0
742	207	0
743	145	0
744	91	0
745	113	0
746	183	0
747	217	0
748	172	0
749	104	0
750	95	0
751	159	0
752	215	0
753	195	0
754	124	0
755	88	0
756	135	0
757	203	0
758	209	0
759	145	0
760	91	0
761	115	0
762	187	0
763	217	0
764	165	0
765	99	0
766	101	0
767	171	0
768	217	0
769	182	0
770	110	0
771	93	0
772	155	0
773	214	0
774	195	0
775	121	0
776	89	0
777	141	0
778	209	0
779	203	0
780	132	0
781	88	0
782	130	0
783	203	0
784	209	0
785	142	0
786	89	0
787	122	0
788	196	0
789	213	0
790	149	0
791	91	0
792	117	0
793	192	0
794	214	0
795	153	0
796	92	0
797	114	0
798	190	0
799	215	0
800	155	0
801	93	0
802	113	0
803	189	0
804	215	0
805	155	0
806	92	0
807	115	0
808	191	0
809	215	0
810	152	0
811	91	0
812	119	0
813	195	0
814	213	0
815	147	0
816	90	0
817	124	0
818	199	0
819	209	0
820	139	0
821	89	0
822	132	0
823	207	0
824	203	0
825	129	0
826	89	0
827	143	0
828	211	0
829	195	0
830	117	0
831	91	0
832	157	0
833	216	0
834	182	0
835	105	0
836	99	0
837	174	0
838	217	0
839	165	0
840	95	0
841	112	0
842	191	0
843	213	0
844	145	0
845	89	0
846	131	0
847	207	0
848	202	0
849	124	0
850	91	0
851	153	0
852	216	0
853	183	0
854	103	0
855	101	0
856	179	0
857	216	0
858	156	0
859	91	0
860	123	0
861	202	0
862	205	0
863	127	0
864	89	0
865	151	0
866	216	0
867	181	0
868	101	0
869	104	0
870	184	0
871	215	0
872	147	0
873	89	0
874	133	0
875	209	0
876	195	0
877	113	0
878	95	0
879	171	0
880	217	0
881	159	0
882	91	0
883	123	0
884	204	0
885	202	0
886	120	0
887	93	0
888	165	0
889	219	0
890	164	0
891	92	0
892	121	0
893	203	0
894	202	0
895	120	0
896	93	0
897	167	0
898	218	0
899	161	0
900	91	0
901	126	0
902	207	0
903	197	0
904	113	0
905	97	0
906	176	0
907	216	0
908	149	0
909	88	0
910	139	0
911	213	0
912	184	0
913	101	0
914	107	0
915	193	0
916	209	0
917	129	0
918	91	0
919	161	0
920	218	0
921	161	0
922	91	0
923	129	0
924	210	0
925	191	0
926	106	0
927	104	0
928	189	0
929	211	0
930	131	0
931	91	0
932	161	0
933	218	0
934	159	0
935	89	0
936	135	0
937	213	0
938	183	0
939	99	0
940	113	0
941	199	0
942	203	0
943	117	0
944	96	0
945	179	0
946	214	0
947	137	0
948	89	0
949	158	0
950	218	0
951	159	0
952	89	0
953	138	0
954	215	0
955	177	0
956	95	0
957	120	0
958	206	0
959	193	0
960	105	0
961	107	0
962	195	0
963	205	0
964	117	0
965	97	0
966	183	0
967	212	0
968	130	0
969	91	0
970	169	0
971	217	0
972	143	0
973	89	0
974	158	0
975	218	0
976	154	0
977	89	0
978	148	0
979	217	0
980	163	0
981	89	0
982	139	0
983	215	0
984	171	0
985	92	0
986	133	0
987	214	0
988	176	0
989	93	0
990	127	0
991	212	0
992	181	0
993	95	0
994	124	0
995	211	0
996	183	0
997	97	0
998	122	0
999	209	0
