Oscilloscope data. 
Time step = 5,000 uS
Voltage step = 31,25 mV
Zero level = 89

N 	Smpl.	Trig
189	200	0
190	182	0
191	89	0
192	162	0
193	212	0
194	110	0
195	121	0
196	217	0
197	149	0
198	93	0
199	195	0
200	187	0
201	90	0
202	157	0
203	213	0
204	112	0
205	119	0
206	216	0
207	148	0
208	95	0
209	197	0
210	184	0
211	89	0
212	163	0
213	211	0
214	107	0
215	127	0
216	217	0
217	137	0
218	100	0
219	206	0
220	172	0
221	89	0
222	178	0
223	201	0
224	96	0
225	145	0
226	217	0
227	119	0
228	115	0
229	215	0
230	149	0
231	95	0
232	199	0
233	179	0
234	89	0
235	173	0
236	204	0
237	98	0
238	144	0
239	216	0
240	117	0
241	117	0
242	216	0
243	143	0
244	97	0
245	205	0
246	171	0
247	89	0
248	184	0
249	194	0
250	91	0
251	160	0
252	211	0
253	103	0
254	135	0
255	217	0
256	123	0
257	114	0
258	216	0
259	144	0
260	98	0
261	206	0
262	167	0
263	89	0
264	191	0
265	187	0
266	89	0
267	172	0
268	203	0
269	95	0
270	151	0
271	213	0
272	106	0
273	133	0
274	218	0
275	120	0
276	117	0
277	217	0
278	137	0
279	103	0
280	212	0
281	154	0
282	95	0
283	203	0
284	169	0
285	90	0
286	191	0
287	183	0
288	89	0
289	179	0
290	195	0
291	91	0
292	167	0
293	204	0
294	95	0
295	153	0
296	211	0
297	101	0
298	143	0
299	215	0
300	109	0
301	132	0
302	217	0
303	115	0
304	124	0
305	218	0
306	125	0
307	115	0
308	217	0
309	132	0
310	109	0
311	215	0
312	139	0
313	104	0
314	213	0
315	146	0
316	100	0
317	211	0
318	151	0
319	97	0
320	209	0
321	155	0
322	95	0
323	207	0
324	159	0
325	94	0
326	205	0
327	162	0
328	93	0
329	203	0
330	164	0
331	92	0
332	203	0
333	165	0
334	92	0
335	202	0
336	165	0
337	92	0
338	203	0
339	164	0
340	93	0
341	203	0
342	162	0
343	93	0
344	205	0
345	160	0
346	95	0
347	207	0
348	157	0
349	96	0
350	209	0
351	152	0
352	99	0
353	211	0
354	147	0
355	101	0
356	214	0
357	141	0
358	106	0
359	215	0
360	134	0
361	112	0
362	217	0
363	127	0
364	119	0
365	219	0
366	119	0
367	127	0
368	217	0
369	110	0
370	137	0
371	215	0
372	103	0
373	147	0
374	211	0
375	96	0
376	159	0
377	203	0
378	91	0
379	172	0
380	194	0
381	89	0
382	185	0
383	182	0
384	89	0
385	197	0
386	168	0
387	93	0
388	207	0
389	152	0
390	101	0
391	215	0
392	136	0
393	113	0
394	217	0
395	119	0
396	129	0
397	217	0
398	105	0
399	147	0
400	209	0
401	95	0
402	167	0
403	196	0
404	88	0
405	185	0
406	179	0
407	90	0
408	203	0
409	157	0
410	99	0
411	214	0
412	135	0
413	115	0
414	218	0
415	113	0
416	137	0
417	212	0
418	97	0
419	162	0
420	199	0
421	89	0
422	187	0
423	177	0
424	91	0
425	206	0
426	150	0
427	105	0
428	217	0
429	123	0
430	127	0
431	215	0
432	101	0
433	157	0
434	202	0
435	89	0
436	185	0
437	177	0
438	92	0
439	208	0
440	146	0
441	109	0
442	217	0
443	115	0
444	137	0
445	212	0
446	95	0
447	170	0
448	191	0
449	89	0
450	199	0
451	158	0
452	101	0
453	216	0
454	123	0
455	130	0
456	214	0
457	97	0
458	167	0
459	193	0
460	88	0
461	199	0
462	157	0
463	102	0
464	217	0
465	119	0
466	135	0
467	212	0
468	93	0
469	174	0
470	184	0
471	90	0
472	207	0
473	144	0
474	112	0
475	218	0
476	107	0
477	151	0
478	202	0
479	89	0
480	193	0
481	164	0
482	99	0
483	216	0
484	121	0
485	135	0
486	211	0
487	92	0
488	179	0
489	177	0
490	93	0
491	213	0
492	131	0
493	126	0
494	215	0
495	95	0
496	173	0
497	183	0
498	91	0
499	209	0
500	135	0
501	123	0
502	215	0
503	97	0
504	172	0
505	184	0
506	92	0
507	211	0
508	133	0
509	125	0
510	215	0
511	95	0
512	176	0
513	179	0
514	94	0
515	214	0
516	125	0
517	133	0
518	210	0
519	91	0
520	187	0
521	167	0
522	100	0
523	217	0
524	113	0
525	149	0
526	200	0
527	89	0
528	201	0
529	147	0
530	114	0
531	217	0
532	99	0
533	171	0
534	181	0
535	93	0
536	214	0
537	123	0
538	138	0
539	207	0
540	89	0
541	195	0
542	154	0
543	111	0
544	217	0
545	99	0
546	171	0
547	181	0
548	95	0
549	215	0
550	119	0
551	144	0
552	203	0
553	89	0
554	203	0
555	142	0
556	121	0
557	215	0
558	93	0
559	185	0
560	164	0
561	104	0
562	217	0
563	103	0
564	167	0
565	183	0
566	94	0
567	215	0
568	116	0
569	149	0
570	197	0
571	89	0
572	209	0
573	130	0
574	135	0
575	207	0
576	89	0
577	201	0
578	143	0
579	123	0
580	212	0
581	91	0
582	193	0
583	153	0
584	113	0
585	215	0
586	93	0
587	185	0
588	161	0
589	109	0
590	217	0
591	97	0
592	180	0
593	167	0
594	104	0
595	218	0
596	99	0
597	177	0
598	171	0
599	103	0
600	218	0
601	99	0
602	175	0
603	170	0
604	103	0
605	218	0
606	99	0
607	177	0
608	169	0
609	105	0
610	218	0
611	97	0
612	181	0
613	164	0
614	108	0
615	217	0
616	94	0
617	187	0
618	157	0
619	114	0
620	215	0
621	91	0
622	195	0
623	147	0
624	123	0
625	211	0
626	89	0
627	203	0
628	136	0
629	135	0
630	203	0
631	89	0
632	211	0
633	123	0
634	149	0
635	193	0
636	92	0
637	217	0
638	109	0
639	166	0
640	176	0
641	101	0
642	217	0
643	96	0
644	185	0
645	155	0
646	117	0
647	213	0
648	89	0
649	203	0
650	133	0
651	139	0
652	199	0
653	91	0
654	215	0
655	111	0
656	164	0
657	176	0
658	102	0
659	217	0
660	94	0
661	191	0
662	148	0
663	126	0
664	207	0
665	89	0
666	211	0
667	118	0
668	157	0
669	183	0
670	99	0
671	218	0
672	95	0
673	190	0
674	148	0
675	127	0
676	205	0
677	89	0
678	213	0
679	113	0
680	163	0
681	175	0
682	105	0
683	216	0
684	91	0
685	199	0
686	134	0
687	141	0
688	194	0
689	94	0
690	217	0
691	99	0
692	184	0
693	152	0
694	124	0
695	206	0
696	89	0
697	214	0
698	109	0
699	172	0
700	165	0
701	114	0
702	211	0
703	89	0
704	210	0
705	117	0
706	161	0
707	174	0
708	107	0
709	214	0
710	89	0
711	207	0
712	121	0
713	157	0
714	177	0
715	105	0
716	216	0
717	89	0
718	206	0
719	122	0
720	158	0
721	177	0
722	107	0
723	215	0
724	89	0
725	208	0
726	118	0
727	163	0
728	171	0
729	111	0
730	212	0
731	89	0
732	212	0
733	110	0
734	173	0
735	159	0
736	122	0
737	206	0
738	91	0
739	216	0
740	101	0
741	187	0
742	144	0
743	137	0
744	193	0
745	97	0
746	217	0
747	91	0
748	203	0
749	124	0
750	159	0
751	173	0
752	112	0
753	211	0
754	89	0
755	215	0
756	103	0
757	183	0
758	147	0
759	137	0
760	192	0
761	97	0
762	217	0
763	89	0
764	207	0
765	116	0
766	169	0
767	162	0
768	123	0
769	203	0
770	92	0
771	217	0
772	93	0
773	201	0
774	124	0
775	161	0
776	169	0
777	117	0
778	206	0
779	91	0
780	217	0
781	94	0
782	199	0
783	125	0
784	160	0
785	167	0
786	119	0
787	203	0
788	93	0
789	218	0
790	92	0
791	204	0
792	119	0
793	169	0
794	158	0
795	128	0
796	196	0
797	97	0
798	217	0
799	89	0
800	212	0
801	105	0
802	185	0
803	142	0
804	146	0
805	179	0
806	110	0
807	209	0
808	90	0
809	218	0
810	94	0
811	203	0
812	117	0
813	172	0
814	153	0
815	135	0
816	189	0
817	104	0
818	213	0
819	89	0
820	217	0
821	95	0
822	201	0
823	119	0
824	171	0
825	153	0
826	136	0
827	187	0
828	106	0
829	211	0
830	89	0
831	217	0
832	92	0
833	207	0
834	111	0
835	181	0
836	142	0
837	147	0
838	175	0
839	117	0
840	202	0
841	95	0
842	216	0
843	89	0
844	215	0
845	97	0
846	200	0
847	119	0
848	173	0
849	148	0
850	143	0
851	179	0
852	115	0
853	203	0
854	95	0
855	216	0
856	89	0
857	216	0
858	95	0
859	204	0
860	113	0
861	182	0
862	138	0
863	155	0
864	167	0
865	127	0
866	191	0
867	105	0
868	209	0
869	92	0
870	217	0
871	89	0
872	215	0
873	97	0
874	202	0
875	114	0
876	181	0
877	137	0
878	158	0
879	161	0
880	134	0
881	184	0
882	112	0
883	203	0
884	97	0
885	215	0
886	89	0
887	218	0
888	90	0
889	213	0
890	99	0
891	201	0
892	115	0
893	183	0
894	133	0
895	162	0
896	155	0
897	141	0
898	175	0
899	121	0
900	193	0
901	105	0
902	207	0
903	95	0
904	215	0
905	89	0
906	218	0
907	89	0
908	215	0
909	96	0
910	206	0
911	106	0
912	193	0
913	121	0
914	178	0
915	138	0
916	160	0
917	154	0
918	144	0
919	171	0
920	127	0
921	187	0
922	114	0
923	199	0
924	102	0
925	209	0
926	95	0
927	215	0
928	89	0
929	217	0
930	89	0
931	217	0
932	91	0
933	214	0
934	96	0
935	207	0
936	103	0
937	199	0
938	113	0
939	189	0
940	124	0
941	178	0
942	135	0
943	166	0
944	146	0
945	155	0
946	158	0
947	143	0
948	168	0
949	133	0
950	179	0
951	123	0
952	188	0
953	115	0
954	195	0
955	107	0
956	203	0
957	101	0
958	207	0
959	97	0
960	212	0
961	93	0
962	215	0
963	91	0
964	217	0
965	89	0
966	218	0
967	89	0
968	218	0
969	89	0
970	217	0
971	90	0
972	217	0
973	91	0
974	215	0
975	93	0
976	213	0
977	95	0
978	210	0
979	97	0
980	207	0
981	99	0
982	206	0
983	101	0
984	204	0
985	103	0
986	202	0
987	105	0
988	199	0
989	108	0
990	199	0
991	110	0
992	196	0
993	111	0
994	195	0
995	112	0
996	193	0
997	113	0
998	193	0
999	114	0
